,,,,,,,,
,Team,Project,Category,Code,Description,License,,
,"Stanford University, University of Washington, Kitware, Inc. (publications)",Lyra,"Lyra is an interactive environment that makes custom visualization design accessible to a broader audience. With Lyra, designers map data to the properties of graphical marks to author expressive visualization designs without writing code. Marks can be moved, rotated and resized using handles; relatively positioned using connectors; and parameterized by data fields using property drop zones. Lyra also provides a data pipeline interface for iterative, visual specification of data transformations and layout algorithms. Visualizations created with Lyra are represented as specifications in Vega, a declarative visualization grammar that enables sharing and reuse. (JavaScript)",https://github.com/uwdata/lyra.git,Visualization,BSD,,
,"SYSTAP, LLC",bigdata,"Bigdata enables massively parallel graph processing on GPUs and many core CPUs. The approach is based on the decomposition of a graph algorithm as a vertex program. The initial implementation supports an API based on the GraphLab 2.1 Gather Apply Scatter (GAS) API. Execution is available on GPUs, Intel Xenon Phi (aka MIC), and multi-core GPUs.",https://bigdata.svn.sourceforge.net/svnroot/bigdata/,Infrastructure,GPLv2,,
,"SYSTAP, LLC",MapGraph,"MapGraph enables massively parallel graph processing on GPUs and many core CPUs. The approach is based on the decomposition of a graph algorithm as a vertex program. The initial implementation supports an API based on the GraphLab 2.1 Gather Apply Scatter (GAS) API. Execution is available on GPUs, Intel Xenon Phi (aka MIC), and multi-core GPUs.",http://svn.code.sf.net/p/mpgraph/code/,Analytics,ALv2,,
,The New School(publications),Visualization Widgets UPD Aug 20th,These visualizations were created to demonstrate the type of standalone visualization widgets that might compliment a composite dashboard display for a decision-maker. They are built using D3 and leverage relevant APIs to show the latest available data. (JavaScript),https://github.com/piim/xdata-visualization-widgets.git,Visualization,ALv2,,
,"Trifacta (Stanford, University of Washington, Kitware, Inc. Team)",Vega,"Vega is a visualization grammar, a declarative format for creating and saving visualization designs. With Vega you can describe data visualizations in a JSON format, and generate interactive views using either HTML5 Canvas or SVG. (JavaScript)",https://github.com/trifacta/vega.git,Visualization,BSD,,
,University of California - Berkeley (publications),BDAS,"BDAS, the Berkeley Data Analytics Stack, is an open source software stack that integrates software components being built by the AMPLab to make sense of Big Data.",,Infrastructure,"ALv2, BSD",,
,University of California - Berkeley (publications),BlinkDB,"BlinkDB is a massively parallel, approximate query engine for running interactive SQL queries on large volumes of data. It allows users to trade-off query accuracy for response time, enabling interactive queries over massive data by running queries on data samples and presenting results annotated with meaningful error bars. To achieve this, BlinkDB uses two key ideas: (1) An adaptive optimization framework that builds and maintains a set of multi-dimensional samples from original data over time, and (2) A dynamic sample selection strategy that selects an appropriately sized sample based on a query's accuracy and/or response time requirements. We have evaluated BlinkDB on the well-known TPC-H benchmarks, a real-world analytic workload derived from Conviva Inc. and are in the process of deploying it at Facebook Inc. (Scala)",https://github.com/sameeragarwal/blinkdb.git,Infrastructure,ALv2,,
,University of California - Berkeley (publications),Mesos,"Apache Mesos is a cluster manager that provides efficient resource isolation and sharing across distributed applications, or frameworks. It can run Hadoop, MPI, Hypertable, Spark, and other applications on a dynamically shared pool of nodes. (C++/Java/Python)",https://git-wip-us.apache.org/repos/asf/mesos.git,Infrastructure,ALv2,,
,University of California - Berkeley (publications),Shark,"Shark is a large-scale data warehouse system for Spark that is designed to be compatible with Apache Hive. It can execute Hive QL queries up to 100 times faster than Hive without any modification to the existing data or queries. Shark supports Hive's query language, metastore, serialization formats, and user-defined functions, providing seamless integration with existing Hive deployments and a familiar, more powerful option for new ones. (Scala)",https://github.com/amplab/shark.git,Infrastructure,ALv2,,
,University of California - Berkeley (publications),Spark,"Apache Spark is an open source cluster computing system that aims to make data analytics both fast to run and fast to write. To run programs faster, Spark offers a general execution model that can optimize arbitrary operator graphs, and supports in-memory computing, which lets it query data faster than disk-based engines like Hadoop. To make programming faster, Spark provides clean, concise APIs in Python, Scala and Java. You can also use Spark interactively from the Scala and Python shells to rapidly query big datasets. (Java/Scala/Python)",https://github.com/apache/spark.git,Infrastructure,ALv2,,
,University of California - Berkeley (publications),Tachyon,"Tachyon is a fault tolerant distributed file system enabling reliable file sharing at memory-speed across cluster frameworks, such as Spark and MapReduce. It achieves high performance by leveraging lineage information and using memory aggressively. Tachyon caches working set files in memory, and enables different jobs/queries and frameworks to access cached files at memory speed. Thus, Tachyon avoids going to disk to load datasets that are frequently read. (Java)",https://github.com/amplab/tachyon.git,Infrastructure,BSD,,
,University of California - Davis,Gunrock,"Gunrock is a CUDA library for graph primitives that refactors, integrates, and generalizes best-of-class GPU implementations of breadth-first search, connected components, and betweenness centrality into a unified code base useful for future development of high-performance GPU graph primitives. (CUDA C/C++)",https://github.com/gunrock/gunrock.git,Analytics,ALv2,,
,USC (publications),GoFFish,"The GoFFish project offers a distributed framework for storing timeseries graphs and composing graph analytics. It takes a clean-slate approach that leverages best practices and patterns from scalable data analytics such as Hadoop, HDFS, Hive, and Giraph, but with an emphasis on performing native analytics on graph (rather than tuple) data structures. This offers an more intuitive storage, access and programming model for graph datasets while also ensuring performance optimized for efficient analysis over large graphs (millions-billions of vertices) and many instances of them (thousands-millions of graph instances). (Slash/Java)",https://github.com/usc-cloud/goffish.git,Infrastructure,ALv2,,
,USC (publications),Parallel High Betweenness Nodes identification,Fast MPI based high betweenness centrality identification algorithm extendible to cloud graph processing platforms such as Giraph++ or GoFFish.,https://github.com/usc-cloud/parallel-high-betweenness-centrality.git,Analytics,ALv2,,
,USC (publications),Parallel Louvain Community,Fast MPI based parallel Louvain community detection algorithm easily mappable to Map Reduce.,https://github.com/usc-cloud/parallel-louvain-modularity.git,Analytics,ALv2,,
,USC/Information Sciences Institute,Wings UPD Aug 20th,"WINGS provides a semantic workflow system that assists scientists with the design of computational experiments. A unique feature of WINGS is that its workflow representations incorporate semantic constraints about datasets and workflow components, and are used to create and validate workflows and to generate metadata for new data products. WINGS submits workflows to execution frameworks such as Pegasus and OODT to run workflows at large scale in distributed resources. (Java/JavaScript)",https://github.com/varunratnakar/wings.git,Infrastructure,ALv2,,
,,,,,,,,
